Isolate Name,Accession Code,Population,Year of Isolation,Serotype,Vaccine Type,ST,SequenceCluster,
SMRU1137,ERR054589,Maela,2009,15B,NVT,4209,51,
SMRU1143,ERR054595,Maela,2009,15B,NVT,4209,51,
SMRU1424,ERR056762,Maela,2009,15B,NVT,4209,51,
SMRU1435,ERR056773,Maela,2009,15B,NVT,4209,51,
SMRU1442,ERR056780,Maela,2009,15B,NVT,4209,51,
SMRU1454,ERR056792,Maela,2009,15B,NVT,4209,51,
SMRU1703,ERR056849,Maela,2009,15B,NVT,4209,51,
SMRU1742,ERR056887,Maela,2009,15B,NVT,4209,51,
SMRU1565,ERR057763,Maela,2009,15C,NVT,4209,51,
SMRU1606,ERR057804,Maela,2009,15C,NVT,4209,51,
SMRU1624,ERR057822,Maela,2009,15B,NVT,4209,51,
SMRU1867,ERR057848,Maela,2009,15B,NVT,4209,51,
SMRU1945,ERR057926,Maela,2009,15C,NVT,4209,51,
SMRU1957,ERR057938,Maela,2009,15C,NVT,4209,51,
SMRU1988,ERR057969,Maela,2009,15B,NVT,4209,51,
SMRU1998,ERR057979,Maela,2009,15C,NVT,4209,51,
SMRU1999,ERR057980,Maela,2009,15B,NVT,4209,51,
SMRU1636,ERR059960,Maela,2009,15B,NVT,4209,51,
SMRU1646,ERR059970,Maela,2009,15B,NVT,4209,51,
SMRU1822,ERR060026,Maela,2009,15B,NVT,4209,51,
SMRU1323,ERR060031,Maela,2009,15B,NVT,4209,51,
SMRU1782,ERR063791,Maela,2009,15B,NVT,4209,51,
SMRU1798,ERR063807,Maela,2009,15B,NVT,4209,51,
SMRU2060,ERR063853,Maela,2009,15C,NVT,4209,51,
SMRU2101,ERR063894,Maela,2009,15B,NVT,4209,51,
SMRU2129,ERR063922,Maela,2009,15C,NVT,4209,51,
SMRU2132,ERR063925,Maela,2009,15C,NVT,4209,51,
SMRU2150,ERR063943,Maela,2009,15C,NVT,4209,51,
SMRU2181,ERR063974,Maela,2009,15C,NVT,4209,51,
SMRU2204,ERR063997,Maela,2009,15C,NVT,4209,51,
SMRU2534,ERR064039,Maela,2010,15B,NVT,4209,51,
SMRU3157,ERR064062,Maela,2010,15B,NVT,4209,51,
SMRU2672,ERR064074,Maela,2010,15B,NVT,4209,51,
SMRU2730,ERR064132,Maela,2010,15B,NVT,4209,51,
SMRU2403,ERR064141,Maela,2010,15B,NVT,4209,51,
SMRU2432,ERR064170,Maela,2010,15C,NVT,4209,51,
SMRU2457,ERR064195,Maela,2010,15B,NVT,4209,51,
SMRU2476,ERR064214,Maela,2010,15C,NVT,4209,51,
SMRU2488,ERR064226,Maela,2010,NT,NVT,4209,51,
SMRU2649,ERR066184,Maela,2010,15B,NVT,4209,51,
SMRU2651,ERR066186,Maela,2010,15B,NVT,6829,51,
SMRU2266,ERR066233,Maela,2009,15C,NVT,4209,51,
SMRU2295,ERR066262,Maela,2010,15B,NVT,4209,51,
SMRU2300,ERR066267,Maela,2010,15B,NVT,4209,51,
SMRU2312,ERR066279,Maela,2010,15B,NVT,4209,51,
SMRU2397,ERR066364,Maela,2010,15C,NVT,4209,51,
SMRU2400,ERR066367,Maela,2010,15B,NVT,4209,51,
SMRU2571,ERR067794,Maela,2010,15C,NVT,4209,51,
SMRU2577,ERR067800,Maela,2010,15B,NVT,4209,51,
SMRU2607,ERR067830,Maela,2010,15B,NVT,4209,51,
SMRU2608,ERR067831,Maela,2010,15B,NVT,4209,51,
SMRU2634,ERR067857,Maela,2010,15B,NVT,4209,51,
SMRU2858,ERR067865,Maela,2009,15B,NVT,4209,51,
SMRU2861,ERR067868,Maela,2010,15B,NVT,4209,51,
SMRU2842,ERR067897,Maela,2010,15B,NVT,4209,51,
SMRU2892,ERR067923,Maela,2010,15B,NVT,4209,51,
SMRU2907,ERR067938,Maela,2010,15B,NVT,4209,51,
SMRU2747,ERR069597,Maela,2010,15B,NVT,4209,51,
SMRU2826,ERR069676,Maela,2010,15B,NVT,4209,51,
SMRU3061,ERR072210,Maela,2010,15C,NVT,4209,51,
SMRU2971,ERR084197,Maela,2010,15C,NVT,4209,51,
SMRU3005,ERR084231,Maela,2010,15C,NVT,4209,51,
SMRU3134,ERR084288,Maela,2010,15C,NVT,4209,51,
SMRU3101,ERR084303,Maela,2008,15B,NVT,4209,51,
SMRU1825,ERR089616,Maela,2009,15C,NVT,4209,51,
SMRU1827,ERR089618,Maela,2009,15C,NVT,4209,51,
SMRU289,ERR047966,Maela,2008,16F,NVT,6710,52,
SMRU932,ERR050003,Maela,2008,16F,NVT,6710,52,
SMRU214,ERR050077,Maela,2008,16F,NVT,6710,52,
SMRU727,ERR051537,Maela,2008,16F,NVT,6710,52,
SMRU744,ERR051554,Maela,2008,16F,NVT,6710,52,
SMRU1082,ERR051628,Maela,2008,16F,NVT,6710,52,
SMRU1091,ERR051637,Maela,2008,16F,NVT,6710,52,
SMRU1255,ERR054348,Maela,2009,16F,NVT,6710,52,
SMRU1302,ERR054395,Maela,2009,16F,NVT,6710,52,
SMRU1342,ERR060050,Maela,2009,16F,NVT,6710,52,
SMRU2077,ERR063870,Maela,2009,16F,NVT,6710,52,
SMRU2089,ERR063882,Maela,2009,16F,NVT,6710,52,
SMRU2435,ERR064173,Maela,2010,16F,NVT,6710,52,
SMRU2365,ERR066332,Maela,2010,16F,NVT,6710,52,
SMRU2751,ERR069601,Maela,2010,16F,NVT,6710,52,
SMRU3083,ERR072232,Maela,2010,16F,NVT,SLV6710,52,
SMRU3017,ERR084243,Maela,2010,16F,NVT,SLV6710,52,
SMRU291,ERR047968,Maela,2008,22A,NVT,910,53,
SMRU325,ERR048050,Maela,2008,22A,NVT,910,53,
SMRU467,ERR048144,Maela,2008,21,NVT,SLV5103,53,
SMRU188,ERR049122,Maela,2008,22A,NVT,910,53,
SMRU670,ERR051480,Maela,2008,22A,NVT,910,53,
SMRU690,ERR051500,Maela,2008,21,NVT,SLV5103,53,
SMRU720,ERR051530,Maela,2008,22A,NVT,910,53,
SMRU723,ERR051533,Maela,2008,21,NVT,5103,53,
SMRU1034,ERR051580,Maela,2008,21,NVT,5103,53,
SMRU1040,ERR051586,Maela,2008,22A,NVT,910,53,
SMRU1049,ERR051595,Maela,2008,22A,NVT,910,53,
SMRU1052,ERR051598,Maela,2008,22A,NVT,910,53,
SMRU749,ERR052606,Maela,2008,22A,NVT,910,53,
SMRU558,ERR052631,Maela,2008,21,NVT,SLV5103,53,
SMRU1375,ERR054252,Maela,2009,22A,NVT,910,53,
SMRU1223,ERR054316,Maela,2009,21,NVT,5103,53,
SMRU1236,ERR054329,Maela,2009,22A,NVT,910,53,
SMRU1239,ERR054332,Maela,2009,22A,NVT,910,53,
SMRU1299,ERR054392,Maela,2009,21,NVT,5103,53,
SMRU1300,ERR054393,Maela,2009,22A,NVT,910,53,
SMRU1470,ERR054419,Maela,2009,21,NVT,5103,53,
SMRU1483,ERR054432,Maela,2009,21,NVT,5103,53,
SMRU1527,ERR054475,Maela,2009,22A,NVT,910,53,
SMRU1549,ERR054497,Maela,2009,21,NVT,5103,53,
SMRU1193,ERR054644,Maela,2009,22A,NVT,910,53,
SMRU1440,ERR056778,Maela,2009,21,NVT,5103,53,
SMRU1461,ERR056799,Maela,2009,22A,NVT,910,53,
SMRU1731,ERR056877,Maela,2009,21,NVT,5103,53,
SMRU1744,ERR056889,Maela,2009,21,NVT,5103,53,
SMRU1887,ERR057868,Maela,2009,21,NVT,5103,53,
SMRU1989,ERR057970,Maela,2009,22A,NVT,910,53,
SMRU1788,ERR063797,Maela,2009,21,NVT,5103,53,
SMRU2532,ERR064037,Maela,2010,21,NVT,5103,53,
SMRU2724,ERR064126,Maela,2010,21,NVT,5103,53,
SMRU2410,ERR064148,Maela,2010,21,NVT,5103,53,
SMRU2479,ERR064217,Maela,2010,21,NVT,5103,53,
SMRU2658,ERR066193,Maela,2010,21,NVT,SLV5103,53,
SMRU2562,ERR067785,Maela,2010,21,NVT,SLV5103,53,
SMRU2766,ERR069616,Maela,2010,21,NVT,5103,53,
SMRU2996,ERR084222,Maela,2010,21,NVT,5103,53,
SMRU3144,ERR084298,Maela,2009,21,NVT,SLV5103,53,
SMRU469,ERR048146,Maela,2008,18C,VT,870,54,
SMRU915,ERR049986,Maela,2008,18C,VT,870,54,
SMRU580,ERR051414,Maela,2008,18C,VT,870,54,
SMRU581,ERR051415,Maela,2008,18C,VT,870,54,
SMRU653,ERR051463,Maela,2008,18C,VT,870,54,
SMRU654,ERR051464,Maela,2008,18C,VT,870,54,
SMRU1115,ERR051661,Maela,2009,18C,VT,870,54,
SMRU759,ERR052616,Maela,2008,18C,VT,870,54,
SMRU1229,ERR054322,Maela,2009,18C,VT,870,54,
SMRU1308,ERR054401,Maela,2009,18C,VT,870,54,
SMRU1314,ERR054407,Maela,2009,18C,VT,870,54,
SMRU795,ERR054535,Maela,2008,18C,VT,870,54,
SMRU876,ERR054568,Maela,2008,18C,VT,870,54,
SMRU1165,ERR054617,Maela,2009,18C,VT,870,54,
SMRU1729,ERR056875,Maela,2009,18C,VT,870,54,
SMRU1580,ERR057778,Maela,2009,18C,VT,870,54,
SMRU1330,ERR060038,Maela,2009,18C,VT,870,54,
SMRU2131,ERR063924,Maela,2009,18C,VT,870,54,
SMRU2137,ERR063930,Maela,2009,18C,VT,870,54,
SMRU2140,ERR063933,Maela,2009,18C,VT,870,54,
SMRU2472,ERR064210,Maela,2010,18C,VT,870,54,
SMRU2232,ERR066223,Maela,2009,18C,VT,870,54,
SMRU2265,ERR066232,Maela,2009,18C,VT,870,54,
SMRU2357,ERR066324,Maela,2010,18C,VT,5440,54,
SMRU2377,ERR066344,Maela,2010,18C,VT,870,54,
SMRU1014,ERR273533,Maela,2008,18C,VT,870,54,
SMRU386,ERR048015,Maela,2008,6A,VT,4936,55,
SMRU922,ERR049993,Maela,2008,6A,VT,4936,55,
SMRU951,ERR050022,Maela,2008,6A,VT,4936,55,
SMRU734,ERR051544,Maela,2008,6A,VT,4936,55,
SMRU1103,ERR051649,Maela,2008,6A,VT,4936,55,
SMRU1410,ERR054287,Maela,2009,6A,VT,4936,55,
SMRU1224,ERR054317,Maela,2009,6A,VT,4936,55,
SMRU1260,ERR054353,Maela,2009,6A,VT,4936,55,
SMRU1319,ERR054412,Maela,2009,6A,VT,4936,55,
SMRU1500,ERR054448,Maela,2009,6A,VT,4936,55,
SMRU869,ERR054561,Maela,2008,6A,VT,4936,55,
SMRU879,ERR054571,Maela,2008,6A,VT,4936,55,
SMRU1171,ERR054623,Maela,2009,6A,VT,4936,55,
SMRU1447,ERR056785,Maela,2009,6A,VT,4936,55,
SMRU1570,ERR057768,Maela,2009,6A,VT,4936,55,
SMRU1618,ERR057816,Maela,2009,6A,VT,4936,55,
SMRU2028,ERR063821,Maela,2009,6A,VT,4936,55,
SMRU2072,ERR063865,Maela,2009,6A,VT,4936,55,
SMRU2414,ERR064152,Maela,2010,6A,VT,4936,55,
SMRU2415,ERR064153,Maela,2010,6A,VT,4936,55,
SMRU2641,ERR066176,Maela,2010,6A,VT,4936,55,
SMRU2225,ERR066216,Maela,2009,6A,VT,4936,55,
SMRU2287,ERR066254,Maela,2010,6A,VT,4936,55,
SMRU2341,ERR066308,Maela,2010,6A,VT,4936,55,
SMRU2361,ERR066328,Maela,2010,6A,VT,4936,55,
SMRU2618,ERR067841,Maela,2010,6A,VT,4936,55,
SMRU2873,ERR067880,Maela,2010,6A,VT,4936,55,
SMRU2915,ERR067946,Maela,2010,6A,VT,4936,55,
SMRU2984,ERR084210,Maela,2010,6A,VT,4936,55,
SMRU60,ERR039619,Maela,2008,11A,NVT,99,56,
SMRU61,ERR039620,Maela,2008,11A,NVT,99,56,
SMRU75,ERR039634,Maela,2008,11A,NVT,99,56,
SMRU84,ERR039643,Maela,2008,11A,NVT,99,56,
SMRU271,ERR047948,Maela,2008,11A,NVT,99,56,
SMRU272,ERR047949,Maela,2008,11A,NVT,99,56,
SMRU296,ERR047973,Maela,2008,11A,NVT,99,56,
SMRU297,ERR047974,Maela,2008,11A,NVT,99,56,
SMRU379,ERR048008,Maela,2008,11A,NVT,99,56,
SMRU453,ERR048130,Maela,2008,11A,NVT,99,56,
SMRU475,ERR048152,Maela,2008,11A,NVT,99,56,
SMRU488,ERR048165,Maela,2008,11A,NVT,99,56,
SMRU173,ERR049107,Maela,2008,11A,NVT,99,56,
SMRU183,ERR049117,Maela,2008,11A,NVT,99,56,
SMRU199,ERR050062,Maela,2008,11A,NVT,99,56,
SMRU200,ERR050063,Maela,2008,11A,NVT,99,56,
SMRU1068,ERR051614,Maela,2008,11A,NVT,99,56,
SMRU1070,ERR051616,Maela,2008,11A,NVT,99,56,
SMRU1118,ERR051664,Maela,2009,11A,NVT,99,56,
SMRU1124,ERR051670,Maela,2009,11A,NVT,99,56,
SMRU249,ERR052586,Maela,2008,11A,NVT,99,56,
SMRU767,ERR052624,Maela,2008,11A,NVT,99,56,
SMRU553,ERR052626,Maela,2008,11A,NVT,99,56,
SMRU554,ERR052627,Maela,2008,11A,NVT,99,56,
SMRU1213,ERR054306,Maela,2009,11A,NVT,99,56,
SMRU1541,ERR054489,Maela,2009,11A,NVT,99,56,
SMRU775,ERR054515,Maela,2008,11A,NVT,99,56,
SMRU779,ERR054519,Maela,2008,11A,NVT,99,56,
SMRU780,ERR054520,Maela,2008,11A,NVT,99,56,
SMRU801,ERR054541,Maela,2008,11A,NVT,99,56,
SMRU833,ERR056699,Maela,2008,11A,NVT,99,56,
SMRU1441,ERR056779,Maela,2009,11A,NVT,99,56,
SMRU1896,ERR057877,Maela,2009,11A,NVT,99,56,
SMRU1904,ERR057885,Maela,2009,11A,NVT,SLV99,56,
SMRU1905,ERR057886,Maela,2009,11A,NVT,SLV99,56,
SMRU1962,ERR057943,Maela,2009,11A,NVT,99,56,
SMRU2151,ERR063944,Maela,2009,11A,NVT,99,56,
SMRU2406,ERR064144,Maela,2010,11A,NVT,SLV99,56,
SMRU2420,ERR064158,Maela,2010,11A,NVT,99,56,
SMRU2226,ERR066217,Maela,2009,11A,NVT,99,56,
SMRU2311,ERR066278,Maela,2010,11A,NVT,99,56,
SMRU2333,ERR066300,Maela,2010,11A,NVT,99,56,
SMRU2335,ERR066302,Maela,2010,11A,NVT,99,56,
SMRU2366,ERR066333,Maela,2010,11A,NVT,99,56,
SMRU2600,ERR067823,Maela,2010,11A,NVT,99,56,
SMRU2831,ERR069681,Maela,2010,11A,NVT,99,56,
SMRU3055,ERR072204,Maela,2010,11A,NVT,99,56,
SMRU2945,ERR084171,Maela,2010,11A,NVT,SLV99,56,
SMRU2968,ERR084194,Maela,2010,11A,NVT,99,56,
SMRU3001,ERR084227,Maela,2010,11A,NVT,99,56,
SMRU2246,ERR084264,Maela,2009,11A,NVT,99,56,
SMRU3098,ERR084300,Maela,2008,11A,NVT,99,56,
SMRU3105,ERR084307,Maela,2008,11A,NVT,99,56,
SMRU637,ERR273516,Maela,2008,11A,NVT,99,56,
SMRU57,ERR039616,Maela,2008,24F,NVT,6706,57,
SMRU101,ERR047898,Maela,2008,24A,NVT,6708,57,
SMRU128,ERR047925,Maela,2008,3,NVT,78,57,
SMRU285,ERR047962,Maela,2008,19B,NVT,5095,57,
SMRU292,ERR047969,Maela,2008,40,NVT,DLV5079,57,
SMRU370,ERR047999,Maela,2008,19B,NVT,5095,57,
SMRU351,ERR048076,Maela,2008,3,NVT,63,57,
SMRU354,ERR048079,Maela,2008,3,NVT,1439,57,
SMRU431,ERR048108,Maela,2008,19B,NVT,5095,57,
SMRU439,ERR048116,Maela,2008,3,NVT,458,57,
SMRU460,ERR048137,Maela,2008,19B,NVT,5095,57,
SMRU171,ERR049105,Maela,2008,34,NVT,SLV1778,57,
SMRU174,ERR049108,Maela,2008,3,NVT,458,57,
SMRU180,ERR049114,Maela,2008,40,NVT,DLV5079,57,
SMRU898,ERR049969,Maela,2008,19B,NVT,5095,57,
SMRU662,ERR051472,Maela,2008,24F,NVT,6696,57,
SMRU719,ERR051529,Maela,2008,19B,NVT,5095,57,
SMRU725,ERR051535,Maela,2008,24F,NVT,6706,57,
SMRU1096,ERR051642,Maela,2008,40,NVT,SLV5079,57,
SMRU258,ERR052595,Maela,2008,34,NVT,SLV1778,57,
SMRU761,ERR052618,Maela,2008,24F,NVT,6696,57,
SMRU561,ERR052634,Maela,2008,19B,NVT,5095,57,
SMRU1347,ERR054224,Maela,2009,34,NVT,SLV1778,57,
SMRU1395,ERR054272,Maela,2009,34,NVT,SLV1778,57,
SMRU1502,ERR054450,Maela,2009,40,NVT,DLV5079,57,
SMRU776,ERR054516,Maela,2008,40,NVT,DLV5079,57,
SMRU812,ERR054552,Maela,2008,34,NVT,SLV1778,57,
SMRU832,ERR056698,Maela,2008,34,NVT,SLV1778,57,
SMRU1425,ERR056763,Maela,2009,34,NVT,SLV1778,57,
SMRU1430,ERR056768,Maela,2009,34,NVT,SLV1778,57,
SMRU1438,ERR056776,Maela,2009,40,NVT,SLV5079,57,
SMRU1732,ERR056878,Maela,2009,24F,NVT,6696,57,
SMRU1750,ERR056895,Maela,2009,24F,NVT,6696,57,
SMRU1987,ERR057968,Maela,2009,40,NVT,SLV5079,57,
SMRU2157,ERR063950,Maela,2009,40,NVT,SLV5079,57,
SMRU2421,ERR064159,Maela,2010,3,NVT,458,57,
SMRU2262,ERR066229,Maela,2009,40,NVT,SLV5079,57,
SMRU2329,ERR066296,Maela,2010,34,NVT,SLV1778,57,
SMRU2369,ERR066336,Maela,2010,40,NVT,SLV5079,57,
SMRU2628,ERR067851,Maela,2010,3,NVT,SLV458,57,
SMRU3021,ERR084247,Maela,2010,40,NVT,SLV5079,57,
SMRU3141,ERR084295,Maela,2009,24F,NVT,6696,57,
SMRU543,ERR273494,Maela,2008,3,NVT,458,57,
SMRU627,ERR273506,Maela,2008,19B,NVT,5095,57,
SMRU630,ERR273509,Maela,2008,24F,NVT,6706,57,
SMRU282,ERR047959,Maela,2008,5,NVT,5094,58,
SMRU299,ERR047976,Maela,2008,5,NVT,5094,58,
SMRU462,ERR048139,Maela,2008,5,NVT,5094,58,
SMRU490,ERR048167,Maela,2008,5,NVT,5094,58,
SMRU751,ERR052608,Maela,2008,5,NVT,5094,58,
SMRU1360,ERR054237,Maela,2009,5,NVT,289,58,
SMRU2503,ERR064008,Maela,2010,5,NVT,289,58,
SMRU2963,ERR084189,Maela,2010,5,NVT,289,58,
SMRU388,ERR048017,Maela,2008,35C,NVT,2752,59,
SMRU509,ERR048186,Maela,2008,35C,NVT,2752,59,
SMRU1373,ERR054250,Maela,2009,35C,NVT,2752,59,
SMRU783,ERR054523,Maela,2008,35C,NVT,2752,59,
SMRU1427,ERR056765,Maela,2009,35C,NVT,2752,59,
SMRU2493,ERR064231,Maela,2010,35C,NVT,2752,59,
SMRU2223,ERR066214,Maela,2009,35C,NVT,2752,59,
SMRU2298,ERR066265,Maela,2010,35C,NVT,2752,59,
SMRU2392,ERR066359,Maela,2010,35C,NVT,2752,59,
SMRU1012,ERR273531,Maela,2008,35C,NVT,2752,59,
SMRU12,ERR039571,Maela,2007,NT,NVT,4132,60,
SMRU34,ERR039593,Maela,2008,NT,NVT,SLV6694,60,
SMRU66,ERR039625,Maela,2008,NT,NVT,4451,60,
SMRU71,ERR039630,Maela,2008,NT,NVT,6697,60,
SMRU125,ERR047922,Maela,2008,NT,NVT,DLV6694,60,
SMRU277,ERR047954,Maela,2008,NT,NVT,6694,60,
SMRU424,ERR048101,Maela,2008,NT,NVT,4451,60,
SMRU514,ERR048191,Maela,2008,NT,NVT,4451,60,
SMRU918,ERR049989,Maela,2008,NT,NVT,4451,60,
SMRU609,ERR051443,Maela,2008,NT,NVT,4451,60,
SMRU696,ERR051506,Maela,2008,NT,NVT,4451,60,
SMRU995,ERR051565,Maela,2008,NT,NVT,4451,60,
SMRU1077,ERR051623,Maela,2008,NT,NVT,4451,60,
SMRU257,ERR052594,Maela,2008,NT,NVT,4451,60,
SMRU1383,ERR054260,Maela,2009,46,NVT,4451,60,
SMRU1269,ERR054362,Maela,2009,NT,NVT,SLV6694,60,
SMRU1476,ERR054425,Maela,2009,46,NVT,4451,60,
SMRU772,ERR054512,Maela,2008,NT,NVT,4451,60,
SMRU1135,ERR054587,Maela,2009,NT,NVT,4451,60,
SMRU1154,ERR054606,Maela,2009,NT,NVT,6694,60,
SMRU1460,ERR056798,Maela,2009,NT,NVT,6697,60,
SMRU1676,ERR056822,Maela,2009,NT,NVT,4451,60,
SMRU1997,ERR057978,Maela,2009,NT,NVT,DLV6173,60,
SMRU2113,ERR063906,Maela,2009,NT,NVT,6697,60,
SMRU3145,ERR064050,Maela,2009,NT,NVT,DLV6694,60,
SMRU2690,ERR064092,Maela,2010,NT,NVT,236,60,
SMRU626,ERR273505,Maela,2008,NT,NVT,4451,60,
SMRU87,ERR039646,Maela,2008,35F,NVT,4412,62,
SMRU340,ERR048065,Maela,2008,35F,NVT,4412,62,
SMRU156,ERR049090,Maela,2008,35F,NVT,4412,62,
SMRU940,ERR050011,Maela,2008,35F,NVT,4412,62,
SMRU251,ERR052588,Maela,2008,35F,NVT,4412,62,
SMRU1509,ERR054457,Maela,2009,23F,VT,SLV4415,62,
SMRU1625,ERR057823,Maela,2009,23F,VT,SLV4415,62,
SMRU1959,ERR057940,Maela,2009,23F,VT,SLV4415,62,
SMRU1791,ERR063800,Maela,2009,23F,VT,SLV4415,62,
SMRU2075,ERR063868,Maela,2009,23F,VT,SLV4415,62,
SMRU2201,ERR063994,Maela,2009,32F,NVT,SLV4415,62,
SMRU2296,ERR066263,Maela,2010,32F,NVT,SLV4415,62,
SMRU1031,ERR273550,Maela,2008,35F,NVT,4412,62,
SMRU418,ERR048095,Maela,2008,6B,VT,4407,63,
SMRU504,ERR048181,Maela,2008,6B,VT,4407,63,
SMRU505,ERR048182,Maela,2008,6B,VT,4407,63,
SMRU190,ERR049124,Maela,2008,6C,NVT,982,63,
SMRU613,ERR051447,Maela,2008,6B,VT,4407,63,
SMRU655,ERR051465,Maela,2008,6C,NVT,982,63,
SMRU572,ERR052645,Maela,2008,6A,VT,4408,63,
SMRU1233,ERR054326,Maela,2009,6A,VT,4408,63,
SMRU1275,ERR054368,Maela,2009,6C,NVT,982,63,
SMRU773,ERR054513,Maela,2008,6C,NVT,982,63,
SMRU1172,ERR054624,Maela,2009,6A,VT,4408,63,
SMRU1734,ERR056880,Maela,2009,6A,VT,4408,63,
SMRU1920,ERR057901,Maela,2009,6A,VT,982,63,
SMRU1655,ERR059979,Maela,2009,6A,VT,982,63,
SMRU1761,ERR059989,Maela,2009,6C,NVT,982,63,
SMRU2147,ERR063940,Maela,2009,6C,NVT,982,63,
SMRU2158,ERR063951,Maela,2009,6A,VT,4408,63,
SMRU2186,ERR063979,Maela,2009,6A,VT,4408,63,
SMRU2502,ERR064007,Maela,2010,6A,VT,4408,63,
SMRU2521,ERR064026,Maela,2010,6C,NVT,982,63,
SMRU2446,ERR064184,Maela,2010,6A,VT,4408,63,
SMRU2478,ERR064216,Maela,2010,6A,VT,4408,63,
SMRU2261,ERR066228,Maela,2009,6A,VT,4408,63,
SMRU2281,ERR066248,Maela,2010,6A,VT,4408,63,
SMRU2367,ERR066334,Maela,2010,6A,VT,4408,63,
SMRU2380,ERR066347,Maela,2010,6A,VT,4408,63,
SMRU2399,ERR066366,Maela,2010,6A,VT,4408,63,
SMRU2595,ERR067818,Maela,2010,6A,VT,4408,63,
SMRU2596,ERR067819,Maela,2010,6A,VT,4408,63,
SMRU2621,ERR067844,Maela,2010,6C,NVT,982,63,
SMRU2836,ERR067891,Maela,2010,6C,NVT,982,63,
SMRU2768,ERR069618,Maela,2010,6C,NVT,982,63,
SMRU2807,ERR069657,Maela,2010,6C,NVT,982,63,
SMRU3037,ERR072186,Maela,2010,6C,NVT,982,63,
SMRU3040,ERR072189,Maela,2010,6A,VT,4408,63,
SMRU2956,ERR084182,Maela,2010,6A,VT,4408,63,
SMRU2960,ERR084186,Maela,2010,6A,VT,4408,63,
SMRU2966,ERR084192,Maela,2010,6A,VT,4408,63,
SMRU2972,ERR084198,Maela,2010,6C,NVT,982,63,
SMRU2978,ERR084204,Maela,2010,6A,VT,4408,63,
SMRU68,ERR039627,Maela,2008,23B,NVT,6707,64,
SMRU69,ERR039628,Maela,2008,23B,NVT,6707,64,
SMRU455,ERR048132,Maela,2008,23B,NVT,6707,64,
SMRU1042,ERR051588,Maela,2008,23B,NVT,6707,64,
SMRU1268,ERR054361,Maela,2009,23B,NVT,SLV6707,64,
SMRU1289,ERR054382,Maela,2009,23B,NVT,SLV6707,64,
SMRU1316,ERR054409,Maela,2009,23B,NVT,6707,64,
SMRU883,ERR054575,Maela,2008,23B,NVT,6707,64,
SMRU2477,ERR064215,Maela,2008,23B,NVT,6707,64,
SMRU2386,ERR066353,Maela,2010,23B,NVT,6707,64,
SMRU2387,ERR066354,Maela,2010,23B,NVT,6707,64,
SMRU2609,ERR067832,Maela,2010,23B,NVT,6707,64,
SMRU2843,ERR067898,Maela,2010,23B,NVT,6707,64,
SMRU2844,ERR067899,Maela,2010,23B,NVT,6707,64,
SMRU2920,ERR067951,Maela,2010,23B,NVT,6707,64,
SMRU3137,ERR084291,Maela,2009,23B,NVT,6707,64,
SMRU78,ERR039637,Maela,2008,19B,NVT,6690,65,
SMRU142,ERR047939,Maela,2008,19B,NVT,6690,65,
SMRU448,ERR048125,Maela,2008,13,NVT,SLV5115,65,
SMRU506,ERR048183,Maela,2008,13,NVT,SLV5115,65,
SMRU524,ERR048201,Maela,2008,19B,NVT,6690,65,
SMRU959,ERR050030,Maela,2008,19B,NVT,6690,65,
SMRU614,ERR051448,Maela,2008,13,NVT,SLV5115,65,
SMRU686,ERR051496,Maela,2008,13,NVT,5115,65,
SMRU1092,ERR051638,Maela,2008,13,NVT,SLV5115,65,
SMRU1093,ERR051639,Maela,2008,19B,NVT,6690,65,
SMRU1351,ERR054228,Maela,2009,13,NVT,5115,65,
SMRU1301,ERR054394,Maela,2009,19B,NVT,6690,65,
SMRU1859,ERR057840,Maela,2009,13,NVT,5115,65,
SMRU1871,ERR057852,Maela,2009,13,NVT,SLV5115,65,
SMRU1769,ERR059997,Maela,2009,13,NVT,SLV5115,65,
SMRU2533,ERR064038,Maela,2010,13,NVT,5115,65,
SMRU2728,ERR064130,Maela,2010,13,NVT,SLV5115,65,
SMRU2461,ERR064199,Maela,2010,13,NVT,5115,65,
SMRU2644,ERR066179,Maela,2010,13,NVT,5115,65,
SMRU2260,ERR066227,Maela,2009,13,NVT,5115,65,
SMRU2591,ERR067814,Maela,2009,13,NVT,SLV5115,65,
SMRU3069,ERR072218,Maela,2010,23F,VT,SLV6690,65,
SMRU2992,ERR084218,Maela,2010,13,NVT,5115,65,
SMRU80,ERR039639,Maela,2008,19B,NVT,DLV8406,66,
SMRU381,ERR048010,Maela,2008,19B,NVT,DLV8406,66,
SMRU412,ERR048089,Maela,2008,19B,NVT,DLV8406,66,
SMRU808,ERR054548,Maela,2008,19B,NVT,DLV8406,66,
SMRU1885,ERR057866,Maela,2009,19B,NVT,DLV8406,66,
SMRU2166,ERR063959,Maela,2009,19B,NVT,DLV8406,66,
SMRU2231,ERR066222,Maela,2009,19B,NVT,DLV8406,66,
SMRU2264,ERR066231,Maela,2009,19B,NVT,DLV8406,66,
SMRU2813,ERR069663,Maela,2010,19B,NVT,DLV8406,66,
SMRU3050,ERR072199,Maela,2010,19B,NVT,DLV8406,66,
SMRU3096,ERR072245,Maela,2008,19B,NVT,DLV8406,66,
SMRU3099,ERR084301,Maela,2008,19B,NVT,DLV8406,66,
SMRU3100,ERR084302,Maela,2008,19B,NVT,DLV8406,66,
SMRU632,ERR273511,Maela,2008,19B,NVT,DLV8406,66,
