SANGER SAMPLE ID,SANGER PLATE ID,WELL,SUPPLIER SAMPLE NAME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,COUNTRY OF ORIGIN,GEOGRAPHICAL REGION,ETHNICITY,DNA SOURCE,DATE OF SAMPLE COLLECTION (MM/YY or YYYY only),DATE OF DNA EXTRACTION (MM/YY or YYYY only),DNA EXTRACTION METHOD,SAMPLE PURIFIED?,PURIFICATION METHOD,CONCENTRATION DETERMINED BY,DNA STORAGE CONDITIONS,MOTHER (optional),FATHER (optional),SIBLING (optional),GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for EGA),PHENOTYPE (required for EGA),V33,Study ID,Lane Name,Cycles,Reads,Bases,Map Type,Reference,Reference Size,Mapper,Mapstats ID,Mapped %,Paired %,Mean Insert Size,Depth of Coverage,Depth of Coverage sd,Adapter %,Transposon %,Genome Covered,Duplication Rate,Error Rate,NPG QC,Manual QC,No. Het SNPs,% Het SNPs (Total Genome),% Het SNPs (Genome Covered),% Het SNPs (Total No. of SNPs),QC Pipeline,Mapping Pipeline,Archiving Pipeline,SNP Calling Pipeline,RNASeq Pipeline,Assembly Pipeline,Annotation Pipeline,percent_pneumo
pneuDEEP7563384,DN532009V,A11,08B08317,,97.5,63.3,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B08317,NA,NA,5000,27630_2#26,151,4440986,670588886,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335704,70.4,69.6,529.9,212.46,136.8,0.1,NA,87.79,0.001,0.013,pass,pending,147,0.01,0.01,1.52,Done,-,Done,-,-,Done,Done,79.62
pneuDEEP7563387,DN532009V,D11,08B08547,,97.5,249.3,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B08547,NA,NA,5000,27689_3#113,151,4756706,718262606,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370307,87.8,87.1,488.4,283.92,131.32,0.1,NA,89.68,0.001,0.012,pass,pending,214,0.01,0.01,2.12,Done,-,Done,-,-,Done,Done,92.08
pneuDEEP7563388,DN532009V,E11,08B08634,,97.5,63.9,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B08634,NA,NA,5000,27630_2#32,151,4960750,749073250,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335713,82.1,81.1,512.2,276.64,186.9,0.2,NA,89.91,0.0011,0.014,pass,pending,303,0.01,0.02,3.06,Done,-,Done,-,-,Done,Done,86.66
pneuDEEP7563391,DN532009V,H11,08B09006,,97.5,25.4,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09006,NA,NA,5000,27630_2#36,151,4497024,679050624,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335719,73.3,72.5,542.1,223.86,115.2,0.1,NA,88.58,0.001,0.015,pass,pending,539,0.02,0.03,5.44,Done,-,Done,-,-,Done,Done,76.46
pneuDEEP7563392,DN532009V,A12,08B08321,,97.5,146.7,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B08321,NA,NA,5000,27689_3#117,151,4491728,678250928,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370313,84.1,83.3,491.3,256.86,127.74,0,NA,86.76,0.0012,0.012,pass,pending,279,0.01,0.02,2.77,Done,-,Done,-,-,Done,Done,92.83
pneuDEEP7563393,DN532009V,B12,08B08393,,97.5,8.2,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B08393,NA,NA,5000,27630_2#38,151,4827394,728936494,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335722,70,69.3,472.6,229.67,148.61,0,NA,87.85,0.0017,0.012,pass,pending,212,0.01,0.01,2.49,Done,-,Done,-,-,Done,Done,79.69
pneuDEEP7563394,DN532009V,C12,08B08471,,97.5,168.2,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B08471,NA,NA,5000,27689_3#119,151,4690352,708243152,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370316,87.2,86.5,459.1,278.04,126.56,0.1,NA,88.8,8e-04,0.012,pass,pending,227,0.01,0.01,2.25,Done,-,Done,-,-,Done,Done,93.57
pneuDEEP7563395,DN532009V,D12,08B08552,,97.5,249.9,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B08552,NA,NA,5000,27630_2#40,151,4365066,659124966,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335725,72.2,71.5,526.1,214.26,102.06,0.1,NA,87.68,9e-04,0.014,pass,pending,169,0.01,0.01,1.73,Done,-,Done,-,-,Done,Done,81.1
pneuDEEP7563397,DN532009V,F12,08B08808,,97.5,179.4,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B08808,NA,NA,5000,27689_3#123,151,4585204,692365804,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370322,74.7,74,475.5,232.92,124.08,0.1,NA,88.79,0.0012,0.012,pass,pending,219,0.01,0.01,2.19,Done,-,Done,-,-,Done,Done,84.04
pneuDEEP7563398,DN532009V,G12,08B08904,,97.5,273.7,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B08904,NA,NA,5000,27630_2#42,151,4780736,721891136,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335728,87.5,86.9,478.8,284.48,130.2,0.1,NA,91.07,6e-04,0.013,pass,pending,4853,0.22,0.25,39.73,Done,-,Done,-,-,Done,Done,93.45
pneuDEEP7563399,DN532009V,H12,08B09010,,97.5,164.4,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09010,NA,NA,5000,27689_3#125,151,4589690,693043190,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370325,83.7,82.8,498.3,261.18,186.12,0.1,NA,86.61,0.0015,0.012,pass,pending,179,0.01,0.01,1.8,Done,-,Done,-,-,Done,Done,93.65
pneuDEEP7563400,DN532010O,A1,08B09011,,97.5,77.4,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09011,NA,NA,5000,27689_3#127,151,4447652,671595452,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370328,81.5,80.6,485.5,246.24,135.66,0,NA,86.76,0.0014,0.013,pass,pending,230,0.01,0.01,2.23,Done,-,Done,-,-,Done,Done,84.75
pneuDEEP7563401,DN532010O,B1,08B09097,,97.5,78.3,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09097,NA,NA,5000,27630_2#44,151,4695202,708975502,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335731,87.6,86.9,498.8,279.37,137.83,0.1,NA,87.9,8e-04,0.013,pass,pending,680,0.03,0.04,6.98,Done,-,Done,-,-,Done,Done,93.64
pneuDEEP7563402,DN532010O,C1,08B09207,,97.5,333,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09207,NA,NA,5000,27689_3#129,151,4604686,695307586,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370331,89.6,88.9,481.7,280.5,142.14,0,NA,86.89,0.0012,0.012,pass,pending,245,0.01,0.01,2.45,Done,-,Done,-,-,Done,Done,96.79
pneuDEEP7563403,DN532010O,D1,08B09302,,97.5,40.1,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09302,NA,NA,5000,27630_2#46,151,4272160,645096160,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335734,87.5,86.7,519.3,254.04,115.68,0.1,NA,89.78,8e-04,0.013,pass,pending,157,0.01,0.01,1.57,Done,-,Done,-,-,Done,Done,91.91
pneuDEEP7563404,DN532010O,E1,08B09373,,97.5,18.2,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09373,NA,NA,5000,27630_2#48,151,4831702,729587002,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335737,93,92.4,506.9,305.34,170.73,0.1,NA,98.66,8e-04,0.006,pass,pending,49,0,0,8.77,Done,-,Done,-,-,Done,Done,87.53
pneuDEEP7563405,DN532010O,F1,08B09479,,97.5,19.5,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09479,NA,NA,5000,27630_2#49,151,4153262,627142562,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335740,77.9,77,531.8,219.78,118.08,0.1,NA,87.48,0.0012,0.013,pass,pending,192,0.01,0.01,1.95,Done,-,Done,-,-,Done,Done,90.91
pneuDEEP7563406,DN532010O,G1,08B09563,,97.5,286.5,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09563,NA,NA,5000,27630_2#52,151,5552524,838431124,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335743,88.8,88.1,483.8,335.28,212.8,0.1,NA,86.51,0.001,0.012,pass,pending,158,0.01,0.01,1.7,Done,-,Done,-,-,Done,Done,95.24
pneuDEEP7563407,DN532010O,H1,08B09636,,97.5,287.7,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09636,NA,NA,5000,27689_3#131,151,4359690,658313190,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370334,87.1,86.2,514.1,258,128.76,0.1,NA,88.67,0.0013,0.013,pass,pending,224,0.01,0.01,2.16,Done,-,Done,-,-,Done,Done,91.67
pneuDEEP7563408,DN532010O,A2,08B09041,,97.5,5.5,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09041,NA,NA,5000,27630_2#54,151,5130786,774748686,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335746,84.7,83.8,500.5,295.19,137.27,0.1,NA,88.02,0.001,0.013,pass,pending,165,0.01,0.01,1.67,Done,-,Done,-,-,Done,Done,90.92
pneuDEEP7563409,DN532010O,B2,08B09102,,97.5,156.5,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09102,NA,NA,5000,27630_2#56,151,4917026,742470926,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335749,78.4,77.6,493.7,261.87,132.16,0.1,NA,89.17,0.0012,0.013,pass,pending,191,0.01,0.01,1.93,Done,-,Done,-,-,Done,Done,88.68
pneuDEEP7563410,DN532010O,C2,08B09209,,97.5,106,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09209,NA,NA,5000,27630_2#58,151,4827820,729000820,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335752,81.1,80.4,500,266.14,135.45,0.1,NA,87.28,9e-04,0.013,pass,pending,227,0.01,0.01,2.37,Done,-,Done,-,-,Done,Done,91.68
pneuDEEP7563412,DN532010O,E2,08B09374,,97.5,212.5,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09374,NA,NA,5000,27630_2#60,151,5070120,765588120,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335755,80.5,79.6,498.3,277.55,144.41,0.1,NA,88.89,9e-04,0.013,pass,pending,212,0.01,0.01,2.12,Done,-,Done,-,-,Done,Done,89.39
pneuDEEP7563413,DN532010O,F2,08B09483,,97.5,36.5,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09483,NA,NA,5000,27630_2#62,151,5143190,776621690,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335758,82.9,82.1,506,289.73,139.93,0,NA,87.03,8e-04,0.013,pass,pending,163,0.01,0.01,1.64,Done,-,Done,-,-,Done,Done,89.98
pneuDEEP7563414,DN532010O,G2,08B09570,,97.5,149.4,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09570,NA,NA,5000,27630_2#64,151,5596328,845045528,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335761,80.5,79.8,507.1,306.24,161.92,0.1,NA,87.38,7e-04,0.013,pass,pending,200,0.01,0.01,2.03,Done,-,Done,-,-,Done,Done,88.55
pneuDEEP7563415,DN532010O,H2,08B09643,,97.5,85.5,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09643,NA,NA,5000,27630_2#66,151,4078014,615780114,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335764,74.7,73.8,543.9,207.12,100.62,0.1,NA,89.07,9e-04,0.014,pass,pending,531,0.02,0.03,5.55,Done,-,Done,-,-,Done,Done,86.18
pneuDEEP7563416,DN532010O,A3,08B09044,,97.5,17.5,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09044,NA,NA,5000,27630_2#68,151,4043940,610634940,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335767,77.6,76.9,518.1,213.42,105.72,0.1,NA,89.16,9e-04,0.013,pass,pending,170,0.01,0.01,1.73,Done,-,Done,-,-,Done,Done,87.23
pneuDEEP7563418,DN532010O,C3,08B09217,,97.5,140.1,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09217,NA,NA,5000,27630_2#71,151,4851374,732557474,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335770,79.1,78.1,518.4,260.89,140,0.1,NA,90.29,7e-04,0.014,pass,pending,8836,0.4,0.45,59.37,Done,-,Done,-,-,Done,Done,86.2
pneuDEEP7563419,DN532010O,D3,08B09312,,97.5,45.4,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09312,NA,NA,5000,27630_2#72,151,4701046,709857946,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335773,80.9,80,515.7,258.37,122.71,0.1,NA,87.94,9e-04,0.013,pass,pending,200,0.01,0.01,2.09,Done,-,Done,-,-,Done,Done,89.92
pneuDEEP7563420,DN532010O,E3,08B09404,,97.5,145.1,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09404,NA,NA,5000,27689_3#133,151,4764060,719373060,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370337,87,86.3,489.7,281.75,132.65,0,NA,86.84,0.001,0.013,pass,pending,215,0.01,0.01,2.05,Done,-,Done,-,-,Done,Done,90.38
pneuDEEP7563421,DN532010O,F3,08B09489,,97.5,200.4,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09489,NA,NA,5000,27689_3#135,151,4304062,649913362,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370340,85.5,84.4,500.6,250.02,118.98,0.1,NA,90.13,0.0013,0.013,pass,pending,6310,0.28,0.32,49.12,Done,-,Done,-,-,Done,Done,94.02
pneuDEEP7563422,DN532010O,G3,08B09577,,97.5,376,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09577,NA,NA,5000,27689_3#137,151,4619430,697533930,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370343,82.7,81.9,506.1,259.8,187.32,0,NA,86.98,0.0016,0.012,pass,pending,213,0.01,0.01,2.14,Done,-,Done,-,-,Done,Done,93.97
pneuDEEP7563423,DN532010O,H3,08B09645,,97.5,71.4,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09645,NA,NA,5000,27630_2#74,151,5548852,837876652,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335776,85.9,85.1,485.5,323.92,159.76,0,NA,88.84,8e-04,0.013,pass,pending,186,0.01,0.01,1.78,Done,-,Done,-,-,Done,Done,91.58
pneuDEEP7563424,DN532010O,A4,08B09059,,97.5,354.4,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09059,NA,NA,5000,27689_3#139,151,4740570,715826070,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370346,80.4,79.7,479.3,259.14,190.82,0,NA,86.51,0.0013,0.012,pass,pending,144,0.01,0.01,1.5,Done,-,Done,-,-,Done,Done,90.02
pneuDEEP7563425,DN532010O,B4,08B09152,,97.5,250,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09152,NA,NA,5000,27689_3#141,151,4766116,719683516,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370349,87.9,87.1,479.7,284.76,139.3,0.1,NA,90.48,0.0012,0.012,pass,pending,231,0.01,0.01,2.26,Done,-,Done,-,-,Done,Done,93.85
pneuDEEP7563426,DN532010O,C4,08B09223,,97.5,206.6,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09223,NA,NA,5000,27689_3#143,151,5031276,759722676,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370352,85.9,85.1,494.9,293.79,134.82,0.1,NA,90.08,0.0011,0.012,pass,pending,276,0.01,0.01,2.66,Done,-,Done,-,-,Done,Done,92.73
pneuDEEP7563427,DN532010O,D4,08B09313,,97.5,64.5,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09313,NA,NA,5000,27630_2#76,151,4708822,711032122,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335779,85.2,84.4,495.1,272.72,125.93,0.1,NA,89.68,7e-04,0.013,pass,pending,152,0.01,0.01,1.53,Done,-,Done,-,-,Done,Done,90.01
pneuDEEP7563428,DN532010O,E4,08B09418,,97.5,157.5,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09418,NA,NA,5000,27689_3#145,151,4179244,631065844,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370355,78.4,77.4,516.2,222.66,105.84,0,NA,87.34,0.0011,0.012,pass,pending,191,0.01,0.01,2,Done,-,Done,-,-,Done,Done,86.45
pneuDEEP7563429,DN532010O,F4,08B09490,,97.5,134.4,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09490,NA,NA,5000,27630_2#78,151,4740146,715762046,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335782,84.2,83.2,494,271.11,181.02,0.1,NA,90.37,0.001,0.013,pass,pending,213,0.01,0.01,2.14,Done,-,Done,-,-,Done,Done,88.51
pneuDEEP7563430,DN532010O,G4,08B09587,,97.5,166.8,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09587,NA,NA,5000,27630_2#79,151,3955834,597330934,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335785,85,84.1,518.3,228.45,104.8,0.1,NA,88.42,0.0011,0.013,pass,pending,152,0.01,0.01,1.51,Done,-,Done,-,-,Done,Done,91.84
pneuDEEP7563431,DN532010O,H4,08B09646,,97.5,480,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09646,NA,NA,5000,27689_3#147,151,4737164,715311764,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370358,86.8,86.1,486.8,279.58,190.05,0,NA,86.58,0.0013,0.012,pass,pending,187,0.01,0.01,1.96,Done,-,Done,-,-,Done,Done,95.43
pneuDEEP7563432,DN532010O,A5,08B09065,,97.5,6.3,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09065,NA,NA,5000,27630_2#82,151,3818226,576552126,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2335788,73.3,72.4,492.9,190.1,110.3,0.1,NA,88.98,0.0017,0.013,pass,pending,231,0.01,0.01,2.32,Done,-,Done,-,-,Done,Done,88.41
pneuDEEP7563433,DN532010O,B5,08B09154,,97.5,129.8,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09154,NA,NA,5000,27689_3#149,151,4400690,664504190,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370361,84.4,83.6,485.4,252.36,183.96,0.1,NA,89.22,0.0016,0.012,pass,pending,379,0.02,0.02,3.79,Done,-,Done,-,-,Done,Done,92.45
pneuDEEP7563434,DN532010O,C5,08B09224,,97.5,221.9,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09224,NA,NA,5000,27689_3#151,151,4543566,686078466,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370364,80.9,80,485.8,249.72,144.06,0.1,NA,89.01,0.0016,0.012,pass,pending,264,0.01,0.01,2.58,Done,-,Done,-,-,Done,Done,89.89
pneuDEEP7563435,DN532010O,D5,08B09317,,97.5,236.6,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B09317,NA,NA,5000,27689_3#153,151,4515114,681782214,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2370367,80.2,79.5,491.1,246,130.68,0.1,NA,87.56,0.0013,0.012,pass,pending,105,0,0.01,1.07,Done,-,Done,-,-,Done,Done,94.49
